
'utc': '2020-05-18 02:43:31.942093', 'gpstime': '122506.00', 'lat': '5351.96158', 'lon': '00107.56145', 'fix': '1', 'nsat': '07', 'HDOP': '1.44', 'alt': '53.1', 'WGS84': '47.4', 'lastDGPS': '', 'Temperature': 25.558098725871673, 'Humidity': 37.473105973907074, 'Sampling Period': 10.16870403289795, 'PM1': 5.308888912200928, 'PM2.5': 10.320170402526855, 'PM10': 52.71492385864258
'utc': '2020-05-18 03:09:05.457564', 'gpstime': '125038.00', 'lat': '5352.57268', 'lon': '00106.28228', 'fix': '1', 'nsat': '06', 'HDOP': '1.94', 'alt': '17.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.723735408560316, 'Humidity': 34.558632791638054, 'Sampling Period': 10.17032527923584, 'PM1': 14.555395126342773, 'PM2.5': 41.10341262817383, 'PM10': 528.6638793945312
'utc': '2020-05-18 03:09:15.633422', 'gpstime': '125049.00', 'lat': '5352.57018', 'lon': '00106.27373', 'fix': '1', 'nsat': '07', 'HDOP': '1.19', 'alt': '16.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.723735408560316, 'Humidity': 34.65781643396658, 'Sampling Period': 10.170411109924316, 'PM1': 0.804057776927948, 'PM2.5': 5.134509086608887, 'PM10': 28.500228881835938
'utc': '2020-05-18 03:09:37.749653', 'gpstime': '125111.00', 'lat': '5352.57149', 'lon': '00106.24753', 'fix': '1', 'nsat': '06', 'HDOP': '1.30', 'alt': '14.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.73975738155184, 'Humidity': 36.644541084916455, 'Sampling Period': 22.160192489624023, 'PM1': 0.0, 'PM2.5': 0.0, 'PM10': 0.0
'utc': '2020-05-18 03:09:47.919846', 'gpstime': '125121.00', 'lat': '5352.57301', 'lon': '00106.23488', 'fix': '1', 'nsat': '06', 'HDOP': '1.30', 'alt': '16.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.69703212024109, 'Humidity': 35.06523231860838, 'Sampling Period': 10.170111656188965, 'PM1': 23.23390769958496, 'PM2.5': 39.3825798034668, 'PM10': 171.247802734375
'utc': '2020-05-18 03:09:58.068369', 'gpstime': '125131.00', 'lat': '5352.57221', 'lon': '00106.21806', 'fix': '1', 'nsat': '06', 'HDOP': '1.30', 'alt': '16.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.753109025711453, 'Humidity': 34.590676737621116, 'Sampling Period': 10.166720390319824, 'PM1': 20.26590347290039, 'PM2.5': 31.700931549072266, 'PM10': 218.14376831054688
'utc': '2020-05-18 03:10:08.221266', 'gpstime': '125141.00', 'lat': '5352.57170', 'lon': '00106.20158', 'fix': '1', 'nsat': '06', 'HDOP': '1.30', 'alt': '13.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.766460669871066, 'Humidity': 35.001144426642256, 'Sampling Period': 10.168597221374512, 'PM1': 38.197479248046875, 'PM2.5': 59.84369659423828, 'PM10': 275.2850036621094
'utc': '2020-05-18 03:10:18.374681', 'gpstime': '125151.00', 'lat': '5352.57307', 'lon': '00106.18836', 'fix': '1', 'nsat': '06', 'HDOP': '1.30', 'alt': '13.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.795834287022203, 'Humidity': 35.172045471885255, 'Sampling Period': 10.167701721191406, 'PM1': 1.9708094596862793, 'PM2.5': 2.2007179260253906, 'PM10': 2.2036807537078857
'utc': '2020-05-18 03:10:28.551218', 'gpstime': '125202.00', 'lat': '5352.57098', 'lon': '00106.16675', 'fix': '1', 'nsat': '06', 'HDOP': '1.30', 'alt': '10.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.822537575341414, 'Humidity': 35.75188830395972, 'Sampling Period': 10.16915225982666, 'PM1': 53.01691818237305, 'PM2.5': 79.47236633300781, 'PM10': 374.3915100097656
'utc': '2020-05-18 03:10:51.022841', 'gpstime': '125224.00', 'lat': '5352.56986', 'lon': '00106.13044', 'fix': '1', 'nsat': '06', 'HDOP': '1.30', 'alt': '4.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.851911192492565, 'Humidity': 35.2452887769894, 'Sampling Period': 22.51908302307129, 'PM1': 0.04475867375731468, 'PM2.5': 0.17022652924060822, 'PM10': 1.8042106628417969
'utc': '2020-05-18 03:11:01.173384', 'gpstime': '125234.00', 'lat': '5352.57245', 'lon': '00106.11751', 'fix': '1', 'nsat': '07', 'HDOP': '1.18', 'alt': '2.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.838559548332952, 'Humidity': 35.513847562371254, 'Sampling Period': 10.167743682861328, 'PM1': 41.06521224975586, 'PM2.5': 64.87345123291016, 'PM10': 223.93875122070312
'utc': '2020-05-18 03:11:11.326130', 'gpstime': '125244.00', 'lat': '5352.57508', 'lon': '00106.10483', 'fix': '1', 'nsat': '07', 'HDOP': '1.18', 'alt': '1.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.865262836652164, 'Humidity': 34.75547417410544, 'Sampling Period': 10.161279678344727, 'PM1': 51.02946853637695, 'PM2.5': 81.52536010742188, 'PM10': 330.9092102050781
'utc': '2020-05-18 03:11:21.547618', 'gpstime': '125255.00', 'lat': '5352.58006', 'lon': '00106.09275', 'fix': '1', 'nsat': '07', 'HDOP': '1.17', 'alt': '2.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.865262836652164, 'Humidity': 34.003204394598306, 'Sampling Period': 10.161919593811035, 'PM1': 49.207279205322266, 'PM2.5': 70.89835357666016, 'PM10': 221.36175537109375
'utc': '2020-05-18 03:11:31.711974', 'gpstime': '125305.00', 'lat': '5352.58610', 'lon': '00106.08143', 'fix': '1', 'nsat': '07', 'HDOP': '1.17', 'alt': '4.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.894636453803315, 'Humidity': 34.50370031280995, 'Sampling Period': 10.16974925994873, 'PM1': 57.72631072998047, 'PM2.5': 79.67130279541016, 'PM10': 161.24998474121094
'utc': '2020-05-18 03:11:41.883401', 'gpstime': '125315.00', 'lat': '5352.59148', 'lon': '00106.07065', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '4.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.878614480811777, 'Humidity': 33.66445410849165, 'Sampling Period': 10.165823936462402, 'PM1': 52.3803825378418, 'PM2.5': 70.0895004272461, 'PM10': 196.02008056640625
'utc': '2020-05-18 03:12:04.066749', 'gpstime': '125337.00', 'lat': '5352.60349', 'lon': '00106.05333', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '6.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.822537575341414, 'Humidity': 34.33279926756695, 'Sampling Period': 22.256959915161133, 'PM1': 0.10131841897964478, 'PM2.5': 0.27466824650764465, 'PM10': 0.49428829550743103
'utc': '2020-05-18 03:12:14.223461', 'gpstime': '125347.00', 'lat': '5352.61008', 'lon': '00106.04606', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '6.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.640955214770727, 'Humidity': 34.213778896772716, 'Sampling Period': 10.166399955749512, 'PM1': 62.28260803222656, 'PM2.5': 82.68074798583984, 'PM10': 138.0333251953125
'utc': '2020-05-18 03:12:24.375804', 'gpstime': '125357.00', 'lat': '5352.61644', 'lon': '00106.04117', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '6.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.61158159761959, 'Humidity': 34.929427023727776, 'Sampling Period': 10.167594909667969, 'PM1': 2.7127745151519775, 'PM2.5': 4.003477573394775, 'PM10': 5.8914031982421875
'utc': '2020-05-18 03:12:34.553538', 'gpstime': '125408.00', 'lat': '5352.62323', 'lon': '00106.03672', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '4.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.56885633630884, 'Humidity': 34.63035019455253, 'Sampling Period': 10.172287940979004, 'PM1': 49.061466217041016, 'PM2.5': 64.48413848876953, 'PM10': 90.70344543457031
'utc': '2020-05-18 03:12:44.729591', 'gpstime': '125418.00', 'lat': '5352.62527', 'lon': '00106.03471', 'fix': '1', 'nsat': '08', 'HDOP': '1.01', 'alt': '-2.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.49942778667888, 'Humidity': 34.18326085297932, 'Sampling Period': 10.171263694763184, 'PM1': 97.01367950439453, 'PM2.5': 134.94322204589844, 'PM10': 159.94297790527344
'utc': '2020-05-18 03:12:54.917776', 'gpstime': '125428.00', 'lat': '5352.62751', 'lon': '00106.03398', 'fix': '1', 'nsat': '07', 'HDOP': '1.03', 'alt': '-4.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.41397726405738, 'Humidity': 34.131380178530556, 'Sampling Period': 10.164650917053223, 'PM1': 60.52497863769531, 'PM2.5': 74.04704284667969, 'PM10': 78.94640350341797
'utc': '2020-05-18 03:13:17.236897', 'gpstime': '125450.00', 'lat': '5352.64297', 'lon': '00106.02846', 'fix': '1', 'nsat': '08', 'HDOP': '1.11', 'alt': '0.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 27.24307621881438, 'Humidity': 34.264133669031814, 'Sampling Period': 22.404266357421875, 'PM1': 0.5288642644882202, 'PM2.5': 0.5633554458618164, 'PM10': 0.5633554458618164
'utc': '2020-05-18 03:13:27.388581', 'gpstime': '125500.00', 'lat': '5352.65068', 'lon': '00106.02736', 'fix': '1', 'nsat': '08', 'HDOP': '1.01', 'alt': '-0.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.84786755168993, 'Humidity': 35.23460746166171, 'Sampling Period': 10.158442497253418, 'PM1': 3.231635093688965, 'PM2.5': 4.2252516746521, 'PM10': 4.40212345123291
'utc': '2020-05-18 03:13:37.556919', 'gpstime': '125511.00', 'lat': '5352.65961', 'lon': '00106.02711', 'fix': '1', 'nsat': '08', 'HDOP': '1.01', 'alt': '-4.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.660944533455407, 'Humidity': 35.2452887769894, 'Sampling Period': 10.165610313415527, 'PM1': 11.309686660766602, 'PM2.5': 15.34129810333252, 'PM10': 18.801429748535156
'utc': '2020-05-18 03:13:47.739342', 'gpstime': '125521.00', 'lat': '5352.66816', 'lon': '00106.02745', 'fix': '1', 'nsat': '08', 'HDOP': '1.01', 'alt': '-2.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.492713817044333, 'Humidity': 36.23865110246433, 'Sampling Period': 10.172160148620605, 'PM1': 61.927310943603516, 'PM2.5': 76.97543334960938, 'PM10': 119.6676254272461
'utc': '2020-05-18 03:13:57.919497', 'gpstime': '125531.00', 'lat': '5352.67658', 'lon': '00106.02777', 'fix': '1', 'nsat': '08', 'HDOP': '1.01', 'alt': '0.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.321812771801333, 'Humidity': 37.259479667353325, 'Sampling Period': 10.174314498901367, 'PM1': 15.911188125610352, 'PM2.5': 19.753353118896484, 'PM10': 22.591299057006836
'utc': '2020-05-18 03:14:08.072137', 'gpstime': '125541.00', 'lat': '5352.68557', 'lon': '00106.02789', 'fix': '1', 'nsat': '08', 'HDOP': '1.01', 'alt': '3.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.22301060502022, 'Humidity': 36.91157396810864, 'Sampling Period': 10.168341636657715, 'PM1': 52.16080856323242, 'PM2.5': 64.8719482421875, 'PM10': 107.1205825805664
'utc': '2020-05-18 03:14:30.259270', 'gpstime': '125603.00', 'lat': '5352.70475', 'lon': '00106.02808', 'fix': '1', 'nsat': '08', 'HDOP': '1.01', 'alt': '13.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 26.09483482108797, 'Humidity': 37.54329747463188, 'Sampling Period': 22.267690658569336, 'PM1': 0.07603264600038528, 'PM2.5': 0.08604755252599716, 'PM10': 0.08619531989097595
'utc': '2020-05-18 03:14:40.451671', 'gpstime': '125613.00', 'lat': '5352.71370', 'lon': '00106.02848', 'fix': '1', 'nsat': '08', 'HDOP': '1.01', 'alt': '13.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.712977798123134, 'Humidity': 37.25032425421531, 'Sampling Period': 10.179072380065918, 'PM1': 25.074901580810547, 'PM2.5': 36.51512908935547, 'PM10': 60.179161071777344
'utc': '2020-05-18 03:14:50.629036', 'gpstime': '125624.00', 'lat': '5352.72190', 'lon': '00106.02888', 'fix': '1', 'nsat': '08', 'HDOP': '1.01', 'alt': '15.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.600823987182423, 'Humidity': 37.7584496833753, 'Sampling Period': 10.164052963256836, 'PM1': 0.5478349328041077, 'PM2.5': 0.6985436677932739, 'PM10': 0.7045621871948242
'utc': '2020-05-18 03:15:00.789279', 'gpstime': '125634.00', 'lat': '5352.72338', 'lon': '00106.03073', 'fix': '1', 'nsat': '07', 'HDOP': '1.03', 'alt': '13.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.499351491569385, 'Humidity': 37.927824826428626, 'Sampling Period': 10.171306610107422, 'PM1': 6.178555488586426, 'PM2.5': 10.716050148010254, 'PM10': 107.38394165039062
'utc': '2020-05-18 03:15:10.967710', 'gpstime': '125644.00', 'lat': '5352.73048', 'lon': '00106.02981', 'fix': '1', 'nsat': '08', 'HDOP': '1.01', 'alt': '14.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.413900968947885, 'Humidity': 39.095140001525905, 'Sampling Period': 10.172779083251953, 'PM1': 5.293838977813721, 'PM2.5': 8.803961753845215, 'PM10': 13.623018264770508
'utc': '2020-05-18 03:15:21.126164', 'gpstime': '125654.00', 'lat': '5352.73390', 'lon': '00106.03185', 'fix': '1', 'nsat': '08', 'HDOP': '1.01', 'alt': '8.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.315098802166787, 'Humidity': 37.517357137407494, 'Sampling Period': 10.167381286621094, 'PM1': 19.574535369873047, 'PM2.5': 31.40813446044922, 'PM10': 57.4724235534668
'utc': '2020-05-18 03:15:43.290855', 'gpstime': '125716.00', 'lat': '5352.75436', 'lon': '00106.03511', 'fix': '1', 'nsat': '08', 'HDOP': '1.01', 'alt': '6.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.20294499122606, 'Humidity': 37.4517433432517, 'Sampling Period': 22.243989944458008, 'PM1': 0.10683011263608932, 'PM2.5': 0.11379729956388474, 'PM10': 0.11379729956388474
'utc': '2020-05-18 03:15:53.461214', 'gpstime': '125726.00', 'lat': '5352.76367', 'lon': '00106.03669', 'fix': '1', 'nsat': '08', 'HDOP': '1.01', 'alt': '7.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.935912108033875, 'Humidity': 38.2757305256733, 'Sampling Period': 10.179243087768555, 'PM1': 14.079643249511719, 'PM2.5': 21.60040855407715, 'PM10': 53.21638488769531
'utc': '2020-05-18 03:16:03.661907', 'gpstime': '125737.00', 'lat': '5352.77313', 'lon': '00106.03675', 'fix': '1', 'nsat': '08', 'HDOP': '1.01', 'alt': '10.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.834439612420837, 'Humidity': 38.263523308155946, 'Sampling Period': 10.174165725708008, 'PM1': 1.6537234783172607, 'PM2.5': 2.415066957473755, 'PM10': 2.676844358444214
'utc': '2020-05-18 03:16:13.833579', 'gpstime': '125747.00', 'lat': '5352.77916', 'lon': '00106.03762', 'fix': '1', 'nsat': '08', 'HDOP': '1.00', 'alt': '9.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.722285801480126, 'Humidity': 38.518348973830776, 'Sampling Period': 10.17186164855957, 'PM1': 22.334640502929688, 'PM2.5': 34.510738372802734, 'PM10': 82.6011962890625
'utc': '2020-05-18 03:16:24.012996', 'gpstime': '125757.00', 'lat': '5352.78755', 'lon': '00106.03667', 'fix': '1', 'nsat': '08', 'HDOP': '1.00', 'alt': '10.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.65018692301824, 'Humidity': 38.88609140154116, 'Sampling Period': 10.174229621887207, 'PM1': 20.79660987854004, 'PM2.5': 29.810890197753906, 'PM10': 44.10369873046875
'utc': '2020-05-18 03:16:34.165662', 'gpstime': '125807.00', 'lat': '5352.79420', 'lon': '00106.03524', 'fix': '1', 'nsat': '08', 'HDOP': '1.00', 'alt': '6.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.580758373388264, 'Humidity': 38.79453727016098, 'Sampling Period': 10.169173240661621, 'PM1': 23.88433265686035, 'PM2.5': 31.522459030151367, 'PM10': 90.24170684814453
'utc': '2020-05-18 03:16:56.299269', 'gpstime': '125829.00', 'lat': '5352.80933', 'lon': '00106.02797', 'fix': '1', 'nsat': '08', 'HDOP': '1.00', 'alt': '-3.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.48195620660715, 'Humidity': 39.10582131685359, 'Sampling Period': 22.215530395507812, 'PM1': 0.3326658606529236, 'PM2.5': 0.3574753403663635, 'PM10': 4.344054698944092
'utc': '2020-05-18 03:17:06.470644', 'gpstime': '125839.00', 'lat': '5352.81765', 'lon': '00106.02611', 'fix': '1', 'nsat': '08', 'HDOP': '1.00', 'alt': '-3.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.32707713435569, 'Humidity': 40.190737773708705, 'Sampling Period': 10.170602798461914, 'PM1': 23.346282958984375, 'PM2.5': 38.85931396484375, 'PM10': 173.61256408691406
'utc': '2020-05-18 03:17:16.644247', 'gpstime': '125850.00', 'lat': '5352.82295', 'lon': '00106.02290', 'fix': '1', 'nsat': '08', 'HDOP': '1.00', 'alt': '-12.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.340428778515303, 'Humidity': 40.401312275883114, 'Sampling Period': 10.167936325073242, 'PM1': 1.9680583477020264, 'PM2.5': 3.043961763381958, 'PM10': 6.049907684326172
'utc': '2020-05-18 03:17:26.814593', 'gpstime': '125900.00', 'lat': '5352.83005', 'lon': '00106.01563', 'fix': '1', 'nsat': '08', 'HDOP': '1.00', 'alt': '-14.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.340428778515303, 'Humidity': 40.28992141603723, 'Sampling Period': 10.176789283752441, 'PM1': 35.289737701416016, 'PM2.5': 51.41309356689453, 'PM10': 113.17310333251953
'utc': '2020-05-18 03:17:37.006656', 'gpstime': '125910.00', 'lat': '5352.83862', 'lon': '00106.00712', 'fix': '1', 'nsat': '08', 'HDOP': '1.00', 'alt': '-8.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.39650568398565, 'Humidity': 40.07171740291447, 'Sampling Period': 10.164202690124512, 'PM1': 47.86419677734375, 'PM2.5': 84.26712799072266, 'PM10': 145.8351593017578
'utc': '2020-05-18 03:17:47.151878', 'gpstime': '125920.00', 'lat': '5352.84455', 'lon': '00106.00430', 'fix': '1', 'nsat': '08', 'HDOP': '1.00', 'alt': '-7.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.4392309452964, 'Humidity': 40.607309071488515, 'Sampling Period': 10.169045448303223, 'PM1': 67.57778930664062, 'PM2.5': 118.8732681274414, 'PM10': 185.51055908203125
'utc': '2020-05-18 03:18:09.284387', 'gpstime': '125942.00', 'lat': '5352.86054', 'lon': '00105.98942', 'fix': '1', 'nsat': '08', 'HDOP': '1.00', 'alt': '-2.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.465934233615627, 'Humidity': 40.72175173571374, 'Sampling Period': 22.210025787353516, 'PM1': 0.01300644502043724, 'PM2.5': 0.016510585322976112, 'PM10': 0.016588203608989716
'utc': '2020-05-18 03:18:19.448098', 'gpstime': '125952.00', 'lat': '5352.86747', 'lon': '00105.97840', 'fix': '1', 'nsat': '07', 'HDOP': '1.13', 'alt': '-1.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.508659494926377, 'Humidity': 40.57373922331578, 'Sampling Period': 10.173460960388184, 'PM1': 32.336997985839844, 'PM2.5': 41.22990036010742, 'PM10': 53.40266799926758
'utc': '2020-05-18 03:18:29.639779', 'gpstime': '130003.00', 'lat': '5352.87308', 'lon': '00105.96839', 'fix': '1', 'nsat': '07', 'HDOP': '1.13', 'alt': '-4.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.56473640039674, 'Humidity': 40.76142519264515, 'Sampling Period': 10.171754837036133, 'PM1': 33.040855407714844, 'PM2.5': 40.96259307861328, 'PM10': 72.30274200439453
'utc': '2020-05-18 03:18:39.818574', 'gpstime': '130013.00', 'lat': '5352.87911', 'lon': '00105.96064', 'fix': '1', 'nsat': '07', 'HDOP': '1.13', 'alt': '-3.6', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.636835278858626, 'Humidity': 40.740062561989774, 'Sampling Period': 10.166336059570312, 'PM1': 42.567604064941406, 'PM2.5': 55.64090347290039, 'PM10': 77.6834945678711
'utc': '2020-05-18 03:18:49.986982', 'gpstime': '130023.00', 'lat': '5352.88449', 'lon': '00105.94990', 'fix': '1', 'nsat': '07', 'HDOP': '1.12', 'alt': '-2.7', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.69291218432899, 'Humidity': 40.399786373693445, 'Sampling Period': 10.17414379119873, 'PM1': 48.259891510009766, 'PM2.5': 63.40692138671875, 'PM10': 104.17808532714844
'utc': '2020-05-18 03:19:00.139583', 'gpstime': '130033.00', 'lat': '5352.88980', 'lon': '00105.93592', 'fix': '1', 'nsat': '07', 'HDOP': '1.12', 'alt': '-2.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.76234073395895, 'Humidity': 40.866712443732354, 'Sampling Period': 10.168917655944824, 'PM1': 46.85137939453125, 'PM2.5': 67.25287628173828, 'PM10': 154.3090057373047
'utc': '2020-05-18 03:19:22.509362', 'gpstime': '130056.00', 'lat': '5352.90160', 'lon': '00105.91456', 'fix': '1', 'nsat': '06', 'HDOP': '1.96', 'alt': '0.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.82108796826124, 'Humidity': 41.02693217364767, 'Sampling Period': 22.440277099609375, 'PM1': 0.04435184225440025, 'PM2.5': 0.09525933861732483, 'PM10': 0.10719061642885208
'utc': '2020-05-18 03:19:32.686569', 'gpstime': '130106.00', 'lat': '5352.90362', 'lon': '00105.91305', 'fix': '1', 'nsat': '07', 'HDOP': '1.12', 'alt': '5.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 24.917219806210426, 'Humidity': 40.82703898680094, 'Sampling Period': 10.16637897491455, 'PM1': 81.51177978515625, 'PM2.5': 110.09544372558594, 'PM10': 138.69654846191406
'utc': '2020-05-18 03:19:42.851623', 'gpstime': '130116.00', 'lat': '5352.90306', 'lon': '00105.91384', 'fix': '1', 'nsat': '06', 'HDOP': '1.27', 'alt': '6.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.0480659189746, 'Humidity': 41.2619211108568, 'Sampling Period': 10.172351837158203, 'PM1': 46.42643356323242, 'PM2.5': 57.70947265625, 'PM10': 89.06819152832031
'utc': '2020-05-18 03:19:53.009754', 'gpstime': '130126.00', 'lat': '5352.90715', 'lon': '00105.90616', 'fix': '1', 'nsat': '07', 'HDOP': '1.12', 'alt': '7.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.1335164415961, 'Humidity': 40.60120546272984, 'Sampling Period': 10.168298721313477, 'PM1': 43.535606384277344, 'PM2.5': 62.23893737792969, 'PM10': 276.0602111816406
'utc': '2020-05-18 03:20:03.172734', 'gpstime': '130136.00', 'lat': '5352.90890', 'lon': '00105.89747', 'fix': '1', 'nsat': '07', 'HDOP': '1.12', 'alt': '3.4', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.259021896696424, 'Humidity': 40.67139696345464, 'Sampling Period': 10.168021202087402, 'PM1': 9.450705528259277, 'PM2.5': 12.946767807006836, 'PM10': 44.11567687988281
'utc': '2020-05-18 03:20:13.325060', 'gpstime': '130146.00', 'lat': '5352.91155', 'lon': '00105.88579', 'fix': '1', 'nsat': '07', 'HDOP': '1.12', 'alt': '-1.0', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.33112077515831, 'Humidity': 41.307698176546886, 'Sampling Period': 10.16921615600586, 'PM1': 57.5289306640625, 'PM2.5': 73.59626007080078, 'PM10': 152.47027587890625
'utc': '2020-05-18 03:20:35.390434', 'gpstime': '130208.00', 'lat': '5352.91807', 'lon': '00105.86418', 'fix': '1', 'nsat': '06', 'HDOP': '1.12', 'alt': '-1.9', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.400549324788287, 'Humidity': 39.23399710078584, 'Sampling Period': 22.121898651123047, 'PM1': 0.28653863072395325, 'PM2.5': 0.36523720622062683, 'PM10': 0.37924039363861084
'utc': '2020-05-18 03:20:45.587635', 'gpstime': '130219.00', 'lat': '5352.92630', 'lon': '00105.84615', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '-0.5', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.371175707637136, 'Humidity': 38.056000610360876, 'Sampling Period': 10.181568145751953, 'PM1': 4.261958122253418, 'PM2.5': 17.498409271240234, 'PM10': 227.68814086914062
'utc': '2020-05-18 03:20:55.767719', 'gpstime': '130229.00', 'lat': '5352.93740', 'lon': '00105.83291', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '1.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.301747158007174, 'Humidity': 38.55191882200351, 'Sampling Period': 10.165056228637695, 'PM1': 4.958877086639404, 'PM2.5': 29.863948822021484, 'PM10': 479.86834716796875
'utc': '2020-05-18 03:21:05.936275', 'gpstime': '130239.00', 'lat': '5352.94453', 'lon': '00105.82986', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '0.8', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.259021896696424, 'Humidity': 40.05645838101778, 'Sampling Period': 10.172074317932129, 'PM1': 8.642932891845703, 'PM2.5': 38.174495697021484, 'PM10': 804.5882568359375
'utc': '2020-05-18 03:21:16.088785', 'gpstime': '130249.00', 'lat': '5352.95895', 'lon': '00105.81716', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '0.3', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.259021896696424, 'Humidity': 40.85297932402533, 'Sampling Period': 10.168512344360352, 'PM1': 5.885023593902588, 'PM2.5': 16.90567970275879, 'PM10': 128.5226287841797
'utc': '2020-05-18 03:21:26.246336', 'gpstime': '130259.00', 'lat': '5352.97773', 'lon': '00105.79910', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '-2.2', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.24567025253681, 'Humidity': 39.984740978103304, 'Sampling Period': 10.167210578918457, 'PM1': 7.982720851898193, 'PM2.5': 22.118444442749023, 'PM10': 203.41946411132812
'utc': '2020-05-18 03:21:48.724696', 'gpstime': '130322.00', 'lat': '5353.01526', 'lon': '00105.77110', 'fix': '1', 'nsat': '07', 'HDOP': '1.11', 'alt': '-3.1', 'WGS84': '47.3', 'lastDGPS': '', 'Temperature': 25.216296635385675, 'Humidity': 39.82757305256733, 'Sampling Period': 22.553173065185547, 'PM1': 0.012339050881564617, 'PM2.5': 0.01566338539123535, 'PM10': 0.0157370213419199
